LinkageGroup,SNP,Scaffold,Position,SexAveraged_cM,Female_cM,Male_cM
8,4689,Chr8,8806580,7.274,1.214,13.272
8,4651,Chr8,6902639,7.436,1.214,13.574
8,4682,Chr8,8639009,7.571,1.271,13.789
8,4704,Chr8,9130351,7.767,1.271,14.221
8,4706,Chr8,9358569,8.201,1.407,14.974
8,4709,Chr8,10046991,9.139,1.407,16.824
8,4715,Chr8,11145022,9.856,1.698,18.03
8,4716,Chr8,11994810,10.518,2.095,18.924
8,4719,Chr8,12229534,10.597,2.095,19.118
8,4721,Chr8,12650918,11.198,2.456,19.942
8,4724,Chr8,13216932,12.268,2.471,21.831
8,4735,Chr8,16174150,14.538,4.58,24.52
8,4726,Chr8,14656734,15.916,5.951,25.773
8,4727,Chr8,15192420,16.239,6.155,26.288
8,4730,Chr8,15642980,16.782,6.458,27.367
8,4734,Chr8,15960368,17.072,6.783,27.367
8,4736,Chr8,16392054,17.798,7.36,28.255
8,4741,Chr8,16915424,17.798,7.36,28.255
8,4749,Chr8,18142581,18.51,8.053,28.939
8,4750,Chr8,18667529,19.209,8.99,29.518
8,4751,Chr8,18838468,19.511,9.248,29.828
8,4753,Chr8,21079506,21.58,12.155,30.844
8,4754,Chr8,21606983,22.441,12.668,32.174
8,4752,Chr8,20794927,22.75,12.985,32.51
8,4758,Chr8,22185351,23.477,13.796,33.154
8,4756,Chr8,22129843,23.64,13.964,33.302
8,4762,Chr8,22594619,24.299,14.822,33.748
8,4770,Chr8,22854775,24.299,14.822,33.748
8,4784,Chr8,23003326,24.585,15.252,33.891
8,4790,Chr8,23227390,24.798,15.604,33.999
8,4791,Chr8,23233600,24.87,15.725,33.999
8,4799,Chr8,23451832,25.238,16.41,34.161
8,4794,Chr8,23416790,25.312,16.41,34.233
8,4801,Chr8,23576596,25.471,16.532,34.397
8,4808,Chr8,23801577,25.911,17.205,34.588
8,4810,Chr8,23940980,26.342,18.018,34.696
8,4819,Chr8,24241803,27.275,19.511,35.023
8,4824,Chr8,24339003,27.517,19.783,35.322
8,4826,Chr8,24397898,27.868,20.379,35.332
8,4827,Chr8,24399420,28.027,20.778,35.482
8,4833,Chr8,24600269,29.001,21.452,36.597
8,4830,Chr8,24581690,29.001,21.452,36.597
8,4836,Chr8,24733594,29.647,22.146,37.165
8,4838,Chr8,24846314,30.121,22.705,37.506
8,4841,Chr8,25025513,30.836,23.628,38.068
8,4843,Chr8,25102752,31.067,23.883,38.263
8,4847,Chr8,25332558,31.928,24.679,39.204
8,4849,Chr8,25404548,32.16,24.914,39.438
8,4852,Chr8,25762547,33.143,25.791,40.514
8,4854,Chr8,25825011,33.239,25.791,40.724
8,4855,Chr8,25912673,33.878,26.414,41.29
8,4856,Chr8,26073001,34.524,27.408,41.683
8,4858,Chr8,26155856,35.082,28.003,42.235
8,4860,Chr8,26343584,35.353,28.003,42.668
8,4864,Chr8,27182867,37.457,29.83,45.083
8,4865,Chr8,27253439,37.818,30.118,45.545
8,4866,Chr8,27561129,39.169,31.697,46.744
8,4867,Chr8,27703180,39.359,31.959,46.744
8,4870,Chr8,27826773,39.667,32.151,47.131
8,4871,Chr8,27966756,40.086,32.587,47.592
8,4872,Chr8,28028613,40.218,32.587,47.858
8,4876,Chr8,28141516,40.494,32.975,48.094
8,4879,Chr8,28227911,40.715,33.207,48.118
8,4881,Chr8,28357543,41.104,33.207,48.906
8,4882,Chr8,28382689,41.372,33.608,49.121
8,4884,Chr8,28414747,41.499,33.925,49.121
8,4889,Chr8,28496894,42.039,34.864,49.357
8,4890,Chr8,28649156,42.939,35.398,50.587
8,4894,Chr8,28754690,43.14,35.414,50.896
8,4898,Chr8,28863033,44.001,35.701,52.604
8,4900,Chr8,28886411,44.234,35.886,52.604
8,4903,Chr8,28991116,44.736,36.625,52.604
8,4905,Chr8,29328323,47.245,38.366,56.155
8,4909,Chr8,29378756,47.741,38.768,56.707
8,4910,Chr8,29407344,48.151,39.006,57.325
8,4911,Chr8,29730883,49.824,40.356,59.224
8,4916,Chr8,29810522,50.2,40.356,60.162
8,4918,Chr8,29901423,50.628,40.613,60.656
8,4915,Chr8,29785399,50.811,40.826,60.795
8,4923,Chr8,30106996,52.029,41.681,62.33
8,4924,Chr8,30282043,52.494,41.923,63.101
8,4927,Chr8,30411435,53.21,42.73,63.75
8,4929,Chr8,30505486,53.295,42.73,63.924
8,4931,Chr8,30552975,53.427,42.903,63.924
8,4932,Chr8,30601230,53.761,43.11,64.495
8,4934,Chr8,30792449,54.866,44.388,65.366
8,4936,Chr8,30815927,55.021,44.655,65.366
8,4939,Chr8,30937306,55.842,45.483,66.081
8,4941,Chr8,31134836,56.817,46.403,67.247
8,4942,Chr8,31171613,57.127,46.611,67.799
8,4944,Chr8,31249570,57.774,47.788,67.799
8,4948,Chr8,31365365,58.233,48.286,68.319
8,4951,Chr8,31419188,58.709,48.357,68.932
8,4959,Chr8,31777064,59.474,49.127,69.883
8,4964,Chr8,31851794,59.963,49.438,70.497
8,4965,Chr8,31856008,59.963,49.438,70.497
8,4974,Chr8,32028267,60.977,50.196,71.676
8,4975,Chr8,32124902,61.769,51.545,72.009
8,4976,Chr8,32146940,61.918,51.913,72.009
8,4977,Chr8,32212528,62.136,52.062,72.243
8,4980,Chr8,32245444,62.312,52.369,72.243
8,4981,Chr8,32294904,62.737,52.842,72.692
8,4988,Chr8,32369260,63.01,53.051,72.964
8,4994,Chr8,32416404,63.251,53.574,73.037
8,4993,Chr8,32395196,63.326,53.574,73.117
8,5001,Chr8,32505295,63.586,53.888,73.307
8,5006,Chr8,32587553,63.904,54.015,73.768
8,5008,Chr8,32627711,64.047,54.247,73.87
8,5014,Chr8,32680518,64.217,54.558,73.87
8,5011,Chr8,32658079,64.264,54.637,73.87
8,5015,Chr8,32688733,64.394,54.895,73.87
8,5019,Chr8,32826079,64.692,55.503,73.87
8,5025,Chr8,33077699,64.956,56.064,73.87
8,5024,Chr8,33063222,65.369,56.52,74.12
9,5122,Chr9,2315057,0,0,0
9,5158,Chr9,217465,3.654,1.317,6.308
9,5156,Chr9,422251,3.904,1.766,6.308
9,5155,Chr9,501694,4.185,1.916,6.727
9,5152,Chr9,1370148,4.855,2.017,8.068
9,5151,Chr9,1408697,5.387,2.202,8.904
9,5150,Chr9,1425576,5.567,2.202,9.284
9,5149,Chr9,1483175,5.844,2.202,9.844
9,5146,Chr9,1703803,7.203,2.454,12.302
9,5141,Chr9,1824632,7.979,2.771,13.579
9,5139,Chr9,1939018,8.391,2.917,14.208
9,5134,Chr9,2101604,8.968,3.013,15.355
9,5130,Chr9,2150189,9.077,3.013,15.565
9,5128,Chr9,2190421,9.18,3.013,15.76
9,5121,Chr9,2334157,9.468,3.013,16.339
9,5112,Chr9,2500952,9.965,3.013,17.284
9,5109,Chr9,2553227,10.245,3.013,17.859
9,5108,Chr9,2561577,10.45,3.013,18.27
9,5096,Chr9,2694993,11.225,3.013,19.82
9,5095,Chr9,2705843,11.405,3.013,20.187
9,5091,Chr9,2779990,12.056,3.013,21.601
9,5090,Chr9,2800914,12.384,3.013,22.316
9,5079,Chr9,2986841,13.714,3.387,24.465
9,5078,Chr9,3018485,13.837,3.387,24.733
9,5077,Chr9,3055248,14.104,3.387,25.264
9,5045,Chr9,3127501,14.179,3.387,25.383
9,5047,Chr9,3196795,14.707,3.652,26.276
9,5051,Chr9,3280001,14.942,3.682,26.676
9,5054,Chr9,3393056,15.396,4.171,27.027
9,5062,Chr9,3523076,15.944,4.488,27.913
9,5046,Chr9,3174230,16.298,4.488,28.731
9,5070,Chr9,3833321,17.237,5.001,30.006
9,5067,Chr9,3789184,17.328,5.275,30.006
9,5042,Chr9,4116036,18.18,5.275,31.596
9,5039,Chr9,4190330,18.838,5.575,32.557
9,5064,Chr9,4979914,19.121,5.575,33.209
9,5038,Chr9,4273143,19.583,5.657,34.032
9,5036,Chr9,4356279,19.767,5.732,34.33
9,5032,Chr9,4586960,20.193,5.886,35.048
9,5035,Chr9,4466847,20.247,5.886,35.151
9,5028,Chr9,4740511,20.712,6.074,35.97
9,5080,Chr9,5414037,21.166,6.452,36.499
9,5081,Chr9,5440527,21.381,6.62,36.742
9,5107,Chr9,5816484,21.68,6.966,36.968
9,5103,Chr9,5777387,21.804,6.966,37.205
9,5119,Chr9,6029614,22.107,7.242,37.576
9,5137,Chr9,6322799,22.216,7.386,37.676
9,5136,Chr9,6309600,22.9,8.589,37.8
9,5147,Chr9,6769424,23.287,9.114,38.04
9,5164,Chr9,9124269,24.098,10.319,38.388
9,5162,Chr9,8787774,24.312,10.803,38.388
9,5163,Chr9,9036477,24.361,10.904,38.388
9,5165,Chr9,9405997,24.458,11.145,38.388
9,5170,Chr9,12188894,25.288,12.483,38.629
9,5171,Chr9,12436787,25.601,13.165,38.629
9,5174,Chr9,13870364,26.537,15.112,38.706
9,5177,Chr9,14336475,26.935,15.537,39.007
9,5178,Chr9,14464257,27.054,15.537,39.117
9,5180,Chr9,14481224,27.129,15.815,39.117
9,5190,Chr9,14714980,27.408,16.193,39.301
9,5189,Chr9,14688534,27.408,16.193,39.301
9,5193,Chr9,14784671,27.55,16.424,39.38
9,5194,Chr9,15124959,27.967,16.763,39.813
9,5196,Chr9,15353343,28.258,16.95,40.23
9,5204,Chr9,15649134,28.611,17.408,40.477
9,5203,Chr9,15631431,28.611,17.408,40.477
9,5207,Chr9,15794443,29.067,17.792,40.966
9,5211,Chr9,15945899,29.456,18.344,41.195
9,5213,Chr9,15992381,29.456,18.344,41.195
9,5218,Chr9,16472267,30.575,19.594,42.168
9,5220,Chr9,16784256,30.936,20.109,42.377
9,5229,Chr9,16912617,30.936,20.109,42.377
9,5230,Chr9,16978034,31.045,20.22,42.504
9,5237,Chr9,17191811,31.269,20.564,42.682
9,5238,Chr9,17270797,31.312,20.564,42.751
9,5241,Chr9,17351527,31.448,20.564,42.948
9,5250,Chr9,17525978,31.48,20.564,43.009
9,5253,Chr9,17683386,31.849,20.869,43.45
9,5265,Chr9,17791826,31.978,20.954,43.614
9,5269,Chr9,18017470,32.375,21.438,43.867
9,5285,Chr9,18200451,32.646,22.048,43.867
9,5281,Chr9,18156146,32.646,22.048,43.867
9,5291,Chr9,18377936,33.012,22.562,44.068
9,5293,Chr9,18402364,33.089,22.801,44.068
9,5268,Chr9,18017006,33.291,23.124,44.168
9,5295,Chr9,18759674,33.937,23.932,44.699
9,5296,Chr9,18902570,34.804,24.113,46.123
9,5298,Chr9,19123750,34.944,24.341,46.123
9,5301,Chr9,19277731,35.459,24.929,46.636
9,5302,Chr9,19447290,36.002,25.106,47.544
9,5303,Chr9,19525326,36.662,25.709,48.14
9,5304,Chr9,19679266,37.221,25.987,48.865
9,5306,Chr9,19988547,37.9,25.987,50.418
9,5305,Chr9,19889699,38.216,26.378,50.909
9,5310,Chr9,20289112,38.802,26.773,51.542
9,5312,Chr9,20349751,39.027,26.901,51.848
9,5314,Chr9,20452531,39.293,26.901,52.32
9,5316,Chr9,21304325,42.08,29.929,54.885
9,5317,Chr9,21477491,42.876,30.872,55.639
9,5320,Chr9,21669085,43.669,30.888,56.909
9,5321,Chr9,21962614,45.092,33.055,57.839
9,5324,Chr9,22054445,45.465,33.055,58.51
9,5325,Chr9,22133772,46.679,33.817,60.217
9,5329,Chr9,22349461,47.49,34.68,61.009
9,5328,Chr9,22338928,47.651,34.89,61.009
9,5337,Chr9,22518501,48.253,35.522,61.597
9,5340,Chr9,22679992,48.561,36.01,61.809
9,5341,Chr9,22762718,48.878,36.01,62.254
9,5342,Chr9,22879447,49.166,36.542,62.46
9,5344,Chr9,23011541,49.7,36.906,63.099
9,5351,Chr9,23307742,50.962,38.397,64.121
9,5353,Chr9,23424053,52.042,38.974,65.754
9,5354,Chr9,23531234,52.62,39.387,66.474
9,5355,Chr9,23654878,53.724,41.428,66.715
9,5358,Chr9,23982775,55.892,42.185,70.32
9,5360,Chr9,24052378,56.429,42.433,71.083
9,5362,Chr9,24380867,59.112,45.031,73.779
9,5363,Chr9,24412846,59.691,45.205,74.855
9,5365,Chr9,24493224,60.242,45.516,75.595
9,5367,Chr9,24635644,60.883,46.37,76.05
9,5370,Chr9,24861041,61.997,46.987,77.607
9,5371,Chr9,24871179,62.321,46.987,78.356
9,5376,Chr9,25098631,62.878,47.734,78.677
9,5372,Chr9,24975381,63.057,47.734,78.994
9,5377,Chr9,25237884,65.016,48.882,81.793
9,5378,Chr9,25277315,65.691,49.599,82.446
9,5381,Chr9,25326471,66.01,49.876,82.804
9,5385,Chr9,25355659,66.098,50.039,82.804
9,5390,Chr9,25606080,68.766,52.307,85.87
9,5397,Chr9,25830256,69.99,53.762,86.917
9,5398,Chr9,25851828,70.113,53.762,87.119
9,5401,Chr9,25882137,70.263,53.762,87.551
9,5404,Chr9,25980217,70.705,54.457,87.551
9,5408,Chr9,26108902,70.997,54.865,87.723
9,5413,Chr9,26304868,71.151,55.099,87.723
9,5415,Chr9,26351427,71.226,55.221,87.723
9,5421,Chr9,26591426,71.656,55.654,88.38
9,5422,Chr9,26712982,73.928,57.077,92.015
10,5536,Chr10,1182032,0,0,0
10,5533,Chr10,872056,2.99,3.123,2.808
10,5534,Chr10,995074,4.846,4.588,4.985
10,5537,Chr10,1195399,5.367,5.543,4.985
10,5539,Chr10,1340731,5.824,6.232,5.397
10,5540,Chr10,1470271,6.014,6.625,5.397
10,5542,Chr10,1631626,6.376,7.087,5.67
10,5547,Chr10,2112980,7.305,7.7,6.963
10,5550,Chr10,2478080,8.422,8.183,8.592
10,5552,Chr10,2695902,8.999,8.898,9.037
10,5553,Chr10,2765255,9.522,9.654,9.052
10,5554,Chr10,3197342,10.731,10.764,10.668
10,5556,Chr10,3204219,10.792,10.889,10.668
10,5558,Chr10,3274219,11.318,11.33,11.253
10,5560,Chr10,3374471,11.818,11.475,12.032
10,5563,Chr10,3412344,12.413,12.132,12.665
10,5564,Chr10,3460117,12.86,12.509,13.176
10,5566,Chr10,3493320,13.03,12.509,13.442
10,5567,Chr10,3573571,13.583,13.24,13.909
10,5568,Chr10,3657847,14.535,14.043,14.971
10,5570,Chr10,3949067,17.071,16.117,17.943
10,5572,Chr10,4084685,17.676,16.794,18.509
10,5573,Chr10,4231918,18.931,18.011,19.812
10,5574,Chr10,4254857,19.141,18.405,19.812
10,5575,Chr10,4369673,19.925,18.888,20.873
10,5576,Chr10,4671930,22.33,21.292,23.212
10,5578,Chr10,4762200,22.62,21.961,23.387
10,5581,Chr10,4911395,23.848,22.451,25.596
10,5582,Chr10,5083384,25.068,23.747,26.337
10,5590,Chr10,5224255,26.178,24.764,27.579
10,5595,Chr10,5277417,26.319,24.996,27.579
10,5591,Chr10,5259949,26.377,25.144,27.579
10,5596,Chr10,5293767,26.684,25.405,27.923
10,5599,Chr10,5362064,27.05,26.126,27.923
10,5601,Chr10,5397549,27.573,26.884,27.923
10,5602,Chr10,5556204,28.394,27.488,29.198
10,5605,Chr10,5710300,29.306,28.543,30.03
10,5608,Chr10,5724076,29.306,28.543,30.03
10,5609,Chr10,5750102,29.684,29.097,30.188
10,5612,Chr10,5935417,31.201,31.473,30.951
10,5614,Chr10,6173499,31.744,31.776,31.718
10,5615,Chr10,6388023,32.395,32.668,32.024
10,5616,Chr10,6460525,32.873,33.138,32.56
10,5617,Chr10,6491600,33.205,33.294,33.076
10,5618,Chr10,6650799,33.951,34.335,33.525
10,5621,Chr10,6811896,34.542,34.681,34.315
10,5622,Chr10,6857954,34.737,35.077,34.315
10,5623,Chr10,6995925,35.195,35.807,34.511
10,5628,Chr10,7292673,35.868,36.615,35.021
10,5627,Chr10,7180960,36.203,37.164,35.164
10,5630,Chr10,7532630,37.185,38.448,35.838
10,5634,Chr10,7722283,38.25,40.142,36.327
10,5635,Chr10,8147488,39.674,41.845,37.459
10,5637,Chr10,8404064,40.544,43.324,37.459
10,5638,Chr10,8723132,42.037,44.586,39.423
10,5639,Chr10,8876319,42.593,45.307,40.008
10,5642,Chr10,9046847,42.978,45.38,40.64
10,5644,Chr10,9152809,43.406,46.094,40.64
10,5645,Chr10,9432458,44.002,46.978,40.892
10,5650,Chr10,9854445,44.723,48.298,41.068
10,5646,Chr10,9731531,45.247,49.125,41.279
10,5651,Chr10,10356243,45.976,49.941,41.913
10,5656,Chr10,10747556,46.361,50.541,42.047
10,5663,Chr10,11306044,46.653,50.835,42.361
10,5664,Chr10,11392364,46.721,50.835,42.486
10,5666,Chr10,11490097,46.829,51.068,42.486
10,5669,Chr10,11585189,47.146,51.068,43.152
10,5673,Chr10,11633195,47.146,51.068,43.152
10,5705,Chr10,12494026,48.027,52.044,43.885
10,5676,Chr10,11923636,48.36,52.286,44.332
10,5683,Chr10,12087156,48.491,52.396,44.511
10,5692,Chr10,12389796,48.776,52.717,44.71
10,5695,Chr10,12427632,49.004,52.817,45.12
10,5694,Chr10,12417904,49.004,52.817,45.12
10,5707,Chr10,12544567,49.296,53.179,45.336
10,5712,Chr10,12577755,49.377,53.283,45.336
10,5713,Chr10,12660300,49.497,53.402,45.534
10,5720,Chr10,12789840,49.806,53.872,45.774
10,5722,Chr10,12807030,49.969,53.872,45.961
10,5733,Chr10,13049705,50.435,54.259,46.529
10,5734,Chr10,13073968,50.628,54.403,46.746
10,5735,Chr10,13407106,51.525,54.727,48.339
10,5737,Chr10,13533443,51.812,54.727,48.905
10,5738,Chr10,14525375,52.487,54.727,50.276
10,5739,Chr10,14969693,52.987,54.948,50.947
10,5740,Chr10,15407209,53.381,54.948,51.776
10,5742,Chr10,16559516,53.548,54.948,52.148
10,5741,Chr10,16048984,53.548,54.948,52.148
10,5423,Chr10,18718461,53.705,54.948,52.488
10,5432,Chr10,18980094,53.875,54.948,52.831
10,5435,Chr10,19009861,53.966,54.948,52.981
10,5439,Chr10,19068167,54.029,54.948,53.1
10,5444,Chr10,19165962,54.121,55.007,53.261
10,5426,Chr10,18893607,54.21,55.085,53.35
10,5450,Chr10,19187206,54.363,55.085,53.635
10,5454,Chr10,19340338,54.641,55.453,53.799
10,5460,Chr10,19449165,54.927,55.702,54.238
10,5465,Chr10,19486041,55.055,55.702,54.467
10,5467,Chr10,19504399,55.237,55.702,54.773
10,5470,Chr10,19774898,56.617,55.995,57.179
10,5471,Chr10,19943257,56.931,56.524,57.568
10,5495,Chr10,20395064,57.215,56.524,58.015
10,5487,Chr10,20243337,57.285,56.524,58.114
10,5479,Chr10,20060614,57.336,56.524,58.194
10,5496,Chr10,20503104,57.655,56.869,58.673
10,5497,Chr10,20547201,57.655,56.869,58.673
10,5511,Chr10,20829294,57.864,57.161,58.673
10,5514,Chr10,20895023,57.99,57.405,58.673
10,5512,Chr10,20872278,58.077,57.547,58.673
10,5527,Chr10,21045454,58.178,57.721,58.673
10,5531,Chr10,21263319,58.347,57.996,58.851
10,5478,Chr10,20030551,59.066,58.78,59.455
11,5852,Chr11,3508813,0,0,0
11,5787,Chr11,1633644,7.946,7.224,8.89
11,5745,Chr11,494405,10.807,12.568,9.2
11,5750,Chr11,672943,11.001,12.789,9.317
11,5753,Chr11,791086,11.08,12.921,9.369
11,5755,Chr11,917546,11.376,13.405,9.467
11,5758,Chr11,943619,11.483,13.583,9.467
11,5762,Chr11,1094978,11.777,14.171,9.467
11,5763,Chr11,1135002,11.84,14.303,9.467
11,5770,Chr11,1231608,12.151,14.912,9.467
11,5775,Chr11,1332393,12.291,15.247,9.467
11,5779,Chr11,1433744,12.509,15.581,9.545
11,5781,Chr11,1518924,12.635,15.727,9.626
11,5786,Chr11,1593613,13.084,16.409,9.828
11,5798,Chr11,1896451,14.189,18.045,10.47
11,5800,Chr11,1920126,14.333,18.045,10.739
11,5795,Chr11,1859810,14.426,18.045,10.831
11,5807,Chr11,2057812,15.018,18.773,11.389
11,5806,Chr11,2057138,15.018,18.773,11.389
11,5808,Chr11,2098153,15.337,19.093,11.683
11,5814,Chr11,2132399,15.337,19.093,11.683
11,5817,Chr11,2192033,15.945,19.89,12.079
11,5819,Chr11,2194907,16.233,20.214,12.372
11,5822,Chr11,2385367,17.23,21.958,12.645
11,5827,Chr11,2454730,17.618,22.516,12.831
11,5825,Chr11,2432387,17.695,22.673,12.831
11,5829,Chr11,2479106,17.957,23.062,13.06
11,5831,Chr11,2559732,18.625,23.062,14.313
11,5837,Chr11,2731767,18.981,23.747,14.313
11,5833,Chr11,2656142,18.981,23.747,14.313
11,5834,Chr11,2681303,19.088,23.747,14.551
11,5836,Chr11,2701300,19.221,23.848,14.741
11,5842,Chr11,2927342,20.108,24.656,15.649
11,5843,Chr11,2967943,20.301,24.797,15.924
11,5844,Chr11,3030117,20.604,24.797,16.374
11,5846,Chr11,3129515,20.996,25.336,16.759
11,5847,Chr11,3184323,21.415,25.695,17.365
11,5848,Chr11,3293508,21.957,26.46,17.521
11,5849,Chr11,3305459,22.086,26.598,17.656
11,5851,Chr11,3496476,22.805,27.703,17.979
11,5854,Chr11,3517536,23.225,28.186,18.35
11,5857,Chr11,3618939,23.836,28.952,18.776
11,5859,Chr11,3727711,24.358,29.407,19.405
11,5863,Chr11,4000592,25.761,31.147,20.513
11,5865,Chr11,4331144,26.377,31.731,20.6
11,5867,Chr11,4393467,26.98,32.174,21.932
11,5869,Chr11,4494894,27.356,32.739,22.106
11,5868,Chr11,4483751,27.356,32.739,22.106
11,5874,Chr11,4840724,28.443,34.099,22.905
11,5876,Chr11,5358664,29.76,35.61,23.986
11,5877,Chr11,5573394,30.023,35.947,24.156
11,5881,Chr11,5732875,30.398,36.555,24.315
11,5884,Chr11,5796112,30.791,37.066,24.602
11,5886,Chr11,5845764,30.96,37.408,24.602
11,5889,Chr11,6091263,31.582,38.733,24.602
11,5891,Chr11,6456887,32.146,39.912,24.602
11,5893,Chr11,6540503,32.905,39.912,25.978
11,5896,Chr11,6608553,32.97,40.025,25.978
11,5900,Chr11,6769717,33.095,40.142,26.115
11,5895,Chr11,6606283,33.095,40.142,26.115
11,5904,Chr11,6987916,33.948,41.071,26.748
11,5905,Chr11,7101051,34.256,41.787,26.843
11,5909,Chr11,7251289,34.323,41.787,27.058
11,5913,Chr11,7353150,34.528,42.078,27.058
11,5917,Chr11,7394363,34.576,42.176,27.058
11,5915,Chr11,7373893,34.621,42.269,27.058
11,5920,Chr11,7568351,35.044,42.787,27.321
11,5923,Chr11,7732312,35.278,43.338,27.321
11,5931,Chr11,7980264,35.492,43.759,27.425
11,5930,Chr11,7980158,35.492,43.759,27.425
11,5946,Chr11,8381974,35.752,43.937,27.586
11,5938,Chr11,8160678,35.8,44.091,27.586
11,5942,Chr11,8250582,35.87,44.229,27.586
11,5956,Chr11,8732594,36.237,44.683,27.873
11,5954,Chr11,8701750,36.237,44.683,27.873
11,5959,Chr11,8882222,36.517,45.204,27.873
11,5960,Chr11,8947780,36.707,45.466,28.014
11,5963,Chr11,9592725,37.587,46.049,29.146
11,5965,Chr11,10055296,38.694,47.171,30.346
11,5968,Chr11,10307689,38.909,47.512,30.346
11,5969,Chr11,10725312,39.507,48.046,31.071
11,5972,Chr11,11263619,40.524,49.41,31.672
11,5973,Chr11,12225827,42.373,51.797,33.049
11,5974,Chr11,12551274,43.085,52.499,34.02
11,5975,Chr11,13002561,43.697,53.243,34.124
11,5978,Chr11,13873085,44.34,53.243,35.528
11,5979,Chr11,13899359,44.683,53.869,35.528
11,5981,Chr11,14132329,44.926,53.869,35.927
11,5983,Chr11,14627238,45.848,54.886,36.754
11,5984,Chr11,14806277,46.055,54.886,37.253
11,5988,Chr11,14901433,46.445,55.147,37.751
11,5991,Chr11,15225920,47.196,55.798,38.67
11,5993,Chr11,15292255,47.483,56.145,38.881
11,5994,Chr11,15340447,47.617,56.35,38.881
11,5996,Chr11,15447587,48.23,57.129,39.345
11,5999,Chr11,15614352,48.511,57.433,39.594
11,6002,Chr11,16303699,50.137,58.717,41.537
11,6004,Chr11,16907473,51.21,59.257,43.324
11,6005,Chr11,16974403,51.514,59.629,43.498
11,6007,Chr11,17175579,52.159,60.312,44.069
11,6008,Chr11,17309858,52.431,60.556,44.398
11,6010,Chr11,17412526,52.636,60.789,44.58
11,6011,Chr11,17675075,53.106,61.005,45.217
11,6012,Chr11,17821575,53.435,61.45,45.622
11,6013,Chr11,18002817,53.85,61.985,45.723
11,6045,Chr11,18454348,54.581,62.233,47.024
11,6044,Chr11,18554667,55.052,62.688,47.464
11,6043,Chr11,18681084,55.624,62.828,48.514
11,6042,Chr11,18782308,56.082,63.019,49.259
11,6039,Chr11,18962635,56.913,63.533,50.317
11,6037,Chr11,19043102,57.079,63.533,50.795
11,6036,Chr11,19125481,57.353,63.732,51.074
11,6035,Chr11,19173573,57.54,63.732,51.499
11,6032,Chr11,19391330,58.171,63.732,52.711
11,6029,Chr11,19624370,59.434,64.358,54.634
11,6025,Chr11,19749522,59.878,64.446,55.427
11,6024,Chr11,19822829,60.279,64.446,56.21
11,6022,Chr11,20012781,60.74,64.446,57.19
11,6019,Chr11,20400919,61.602,64.446,58.845
11,6016,Chr11,20666728,62.311,65.094,59.891
11,6015,Chr11,20913068,62.597,65.094,60.504
12,6048,Chr12,350717,0,0,0
12,6050,Chr12,594815,0.278,0.518,0
12,6053,Chr12,694859,0.385,0.739,0
12,6055,Chr12,814090,0.678,1.25,0
12,6058,Chr12,984424,0.903,1.678,0.102
12,6062,Chr12,1132222,1.631,3.43,0.324
12,6067,Chr12,1245933,2.102,3.747,0.538
12,6069,Chr12,1352139,2.903,4.074,1.527
12,6077,Chr12,1597245,4.085,6.033,1.543
12,6079,Chr12,1724813,4.935,6.771,2.996
12,6080,Chr12,1885971,5.645,8.237,3.105
12,6085,Chr12,2077186,6.654,9.781,3.803
12,6089,Chr12,2157158,7.525,10.263,4.692
12,6110,Chr12,2631456,10.116,13.223,7.117
12,6116,Chr12,2744926,10.605,13.845,7.338
12,6125,Chr12,3032784,12.057,14.82,9.265
12,6127,Chr12,3042311,12.376,15.094,9.673
12,6163,Chr12,3940927,13.403,15.994,10.799
12,6152,Chr12,4114379,13.776,16.686,10.883
12,6157,Chr12,4048766,13.862,16.854,10.883
12,6149,Chr12,4158224,13.978,17.027,10.883
12,6142,Chr12,4355304,14.325,17.438,11.198
12,6140,Chr12,4621278,14.977,18.119,11.779
12,6138,Chr12,5136453,16.051,19.361,12.643
12,6137,Chr12,5239453,16.176,19.361,12.874
12,6131,Chr12,5339128,16.294,19.361,13.338
12,6130,Chr12,5955120,17.793,20.828,14.663
12,6126,Chr12,6179678,18.073,21.13,14.921
12,6119,Chr12,6294431,18.073,21.13,14.921
12,6114,Chr12,6517706,18.647,22.363,15.05
12,6108,Chr12,6662709,18.935,22.528,15.4
12,6105,Chr12,6759616,19.301,23.063,15.538
12,6094,Chr12,6942826,19.746,23.73,15.727
12,6096,Chr12,6925790,19.746,23.73,15.727
12,6091,Chr12,6989978,19.746,23.73,15.727
12,6078,Chr12,7572609,21.218,25.547,16.874
12,6072,Chr12,7775489,21.599,25.894,17.255
12,6071,Chr12,7821348,21.707,26.149,17.255
12,6064,Chr12,8020018,22.134,26.579,17.661
12,6063,Chr12,8100313,22.744,27.374,18.083
12,6164,Chr12,9405385,24.38,29.418,19.396
12,6172,Chr12,9615584,24.639,29.836,19.396
12,6177,Chr12,9658027,24.756,30.124,19.396
12,6181,Chr12,9739183,25.02,30.368,19.637
12,6185,Chr12,9842468,25.282,30.86,19.637
12,6186,Chr12,9870315,25.499,30.964,19.964
12,6192,Chr12,10220694,25.997,31.772,20.233
12,6193,Chr12,10292252,26.156,31.772,20.467
12,6206,Chr12,10711060,26.649,32.5,20.75
12,6195,Chr12,10537002,26.716,32.5,20.832
12,6204,Chr12,10655973,26.868,32.755,20.899
12,6208,Chr12,10785830,27.06,33.176,20.899
12,6211,Chr12,10960414,27.239,33.352,21.089
